@Relation estados

@attribute palabras+ {si,no}
@attribute Npalabras+ real
@attribute palabras- {si,no}
@attribute Npalabras- real
@attribute adjetivosPersonalidad+ {si,no}
@attribute NadjetivosPersonalidad+ real
@attribute adjetivosPersonalidad- {si,no}
@attribute NadjetivosPersonalidad- real
@attribute adjetivos+ {si,no}
@attribute Nadjetivos+ real
@attribute adjetivos- {si,no}
@attribute Nadjetivos- real
@attribute sentimientos+ {si,no}
@attribute Nsentimientos+ real
@attribute sentimientos- {si,no}
@attribute Nsentimientos- real
@attribute palabrasClave- real
@attribute estado {malo,neutro,bueno}

@data
si,7,si,3,no,0,no,0,no,0,no,0,si,2,no,0,3,?
si,2,no,0,si,1,no,0,si,1,no,0,si,2,no,0,4,?
si,1,si,1,no,0,no,0,no,0,no,0,no,0,no,0,1,?
si,7,no,0,no,0,no,0,si,1,no,0,no,0,no,0,3,?
si,2,si,2,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,1,no,0,no,0,no,0,si,1,no,0,no,0,no,0,0,?
si,2,si,1,si,1,no,0,si,1,no,0,si,2,no,0,2,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,1,si,1,no,0,no,0,no,0,no,0,no,0,no,0,1,?
si,2,si,1,no,0,no,0,no,0,no,0,no,0,no,0,2,?
si,5,no,0,no,0,no,0,si,1,no,0,no,0,no,0,1,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,?
no,0,si,1,no,0,no,0,no,0,si,1,no,0,si,1,1,?
si,1,si,2,no,0,no,0,si,1,no,0,si,1,no,0,0,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,?
si,1,no,0,no,0,no,0,si,2,no,0,si,1,no,0,1,?
si,2,no,0,no,0,no,0,si,1,no,0,no,0,no,0,0,?
no,0,no,0,si,1,no,0,no,0,no,0,si,1,no,0,1,?
no,0,no,0,no,0,no,0,si,2,no,0,no,0,no,0,1,?
no,0,no,0,no,0,no,0,si,3,no,0,no,0,no,0,1,?
si,1,no,0,si,1,no,0,no,0,no,0,si,1,no,0,1,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,2,no,0,no,0,no,0,no,0,no,0,no,0,no,0,2,?
si,1,no,0,si,1,no,0,no,0,no,0,si,1,no,0,0,?
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,?
si,1,no,0,no,0,no,0,si,1,no,0,no,0,no,0,1,?
si,5,si,1,no,0,no,0,si,2,no,0,no,0,no,0,2,?
si,3,si,4,no,0,no,0,si,1,si,1,si,1,si,1,6,?
no,0,no,0,si,1,no,0,no,0,no,0,si,1,no,0,0,?
no,0,si,1,no,0,no,0,si,1,no,0,si,2,no,0,1,?
si,9,si,2,no,0,no,0,si,2,no,0,no,0,no,0,6,?
si,2,no,0,no,0,no,0,si,1,no,0,no,0,no,0,0,?
si,1,no,0,si,1,no,0,no,0,no,0,si,1,no,0,1,?
si,2,no,0,no,0,no,0,no,0,no,0,no,0,no,0,2,?
si,3,si,3,si,1,si,1,no,0,si,1,si,1,si,1,3,?
si,4,si,6,no,0,si,1,no,0,no,0,si,2,no,0,7,?
si,2,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,?
no,0,si,3,no,0,si,1,no,0,si,1,no,0,si,2,0,?
si,1,no,0,no,0,no,0,si,2,no,0,no,0,no,0,0,?
si,2,si,4,no,0,no,0,si,1,no,0,si,1,no,0,3,?
si,7,si,3,no,0,no,0,si,1,no,0,no,0,no,0,0,?
si,11,si,3,si,3,no,0,si,3,si,2,si,5,si,2,8,?
si,2,si,3,no,0,si,2,no,0,no,0,no,0,si,2,2,?
si,1,si,2,no,0,no,0,no,0,no,0,no,0,no,0,1,?
si,1,si,1,no,0,no,0,no,0,no,0,si,1,no,0,2,?
si,1,si,3,no,0,no,0,no,0,no,0,si,1,si,1,0,?
no,0,si,2,no,0,no,0,no,0,no,0,si,2,no,0,0,?
no,0,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,2,no,0,si,1,no,0,no,0,no,0,si,1,no,0,1,?
si,2,si,2,no,0,no,0,no,0,no,0,no,0,no,0,1,?
si,2,si,1,no,0,no,0,si,2,no,0,si,2,no,0,1,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
no,0,si,1,no,0,no,0,si,1,no,0,no,0,no,0,3,?
si,5,si,5,si,1,si,2,si,2,no,0,si,3,si,2,1,?
si,2,si,1,no,0,si,1,si,1,no,0,no,0,no,0,0,?
si,4,si,2,si,2,no,0,si,1,si,1,si,3,no,0,0,?
no,0,si,3,no,0,no,0,no,0,no,0,no,0,no,0,1,?
no,0,no,0,no,0,no,0,si,1,no,0,no,0,no,0,2,?
no,0,si,2,no,0,no,0,no,0,no,0,no,0,no,0,2,?
si,2,si,7,no,0,no,0,si,1,si,1,no,0,si,3,9,?
si,1,no,0,no,0,no,0,si,2,no,0,si,1,no,0,1,?
si,2,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,1,no,0,no,0,no,0,si,2,no,0,no,0,no,0,6,?
si,3,no,0,no,0,no,0,no,0,no,0,no,0,no,0,2,?
si,3,no,0,no,0,no,0,si,1,no,0,no,0,no,0,1,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,2,si,1,si,1,no,0,no,0,no,0,si,1,no,0,1,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
no,0,no,0,no,0,no,0,no,0,no,0,si,1,no,0,0,?
si,1,si,1,no,0,no,0,no,0,no,0,no,0,no,0,1,?
si,25,si,11,si,4,no,0,si,6,si,2,si,7,no,0,20,?
si,5,si,3,no,0,no,0,si,2,si,1,si,1,si,2,1,?
si,4,si,8,si,1,no,0,no,0,si,2,no,0,no,0,7,?
si,4,si,12,si,1,no,0,si,2,si,3,si,1,si,3,2,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,?
no,0,si,2,no,0,no,0,no,0,si,1,no,0,si,1,1,?
no,0,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,4,si,1,si,1,no,0,no,0,no,0,si,1,no,0,2,?
no,0,no,0,no,0,no,0,si,1,no,0,no,0,no,0,1,?
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,5,si,1,si,1,no,0,si,1,no,0,si,1,no,0,5,?
no,0,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,?
no,0,si,1,no,0,no,0,no,0,si,1,no,0,si,1,0,?
si,1,si,2,no,0,no,0,no,0,si,1,no,0,no,0,0,?
si,3,si,1,no,0,no,0,no,0,no,0,no,0,no,0,1,?
si,6,si,5,si,3,si,1,si,1,si,1,si,2,si,3,6,?
si,1,no,0,si,1,no,0,si,1,no,0,si,1,no,0,0,?
si,10,si,9,si,2,no,0,si,2,si,2,si,7,si,2,1,?
si,5,si,5,si,2,no,0,si,1,no,0,si,3,si,1,1,?
si,19,si,16,no,0,si,1,si,8,si,1,si,7,si,2,7,?
si,6,si,3,no,0,no,0,no,0,no,0,si,2,no,0,4,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,9,si,1,si,2,no,0,si,1,no,0,si,5,no,0,6,?
si,11,si,4,no,0,no,0,si,2,no,0,si,2,si,1,3,?
si,9,si,5,si,1,no,0,si,1,no,0,si,1,si,1,5,?
si,1,si,2,no,0,no,0,si,1,no,0,no,0,no,0,2,?
si,15,si,5,si,4,no,0,si,1,si,1,si,4,si,2,5,?
si,1,si,8,no,0,no,0,no,0,no,0,no,0,si,1,3,?
si,2,si,4,si,1,no,0,no,0,no,0,si,2,no,0,2,?
si,7,si,2,no,0,no,0,si,1,no,0,si,1,si,1,0,?
si,3,si,1,no,0,no,0,no,0,no,0,si,1,no,0,1,?
si,20,si,10,si,1,no,0,si,2,si,1,si,6,no,0,10,?
si,13,si,5,si,3,no,0,no,0,no,0,si,4,no,0,9,?
si,1,si,1,no,0,no,0,no,0,no,0,no,0,no,0,1,?
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,2,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,3,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,1,si,1,no,0,no,0,no,0,no,0,si,1,no,0,1,?
si,2,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,3,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,?
si,6,si,2,si,1,no,0,si,2,si,1,si,2,si,1,4,?
si,16,si,6,si,1,si,2,no,0,si,1,si,3,si,1,4,?
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,?
si,7,si,2,si,1,no,0,si,2,no,0,si,1,no,0,2,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,7,no,0,no,0,no,0,si,1,no,0,si,1,no,0,2,?
si,2,si,3,no,0,no,0,si,1,si,2,si,1,si,1,2,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,2,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,?
si,3,no,0,no,0,no,0,no,0,no,0,si,2,no,0,1,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,2,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,9,no,0,si,1,no,0,si,4,si,1,si,2,no,0,2,?
si,2,si,2,no,0,no,0,no,0,no,0,si,1,no,0,1,?
si,3,si,1,no,0,no,0,no,0,no,0,no,0,no,0,3,?
si,1,si,1,no,0,no,0,no,0,no,0,no,0,no,0,2,?
si,11,si,4,si,1,no,0,si,3,si,1,si,5,si,1,2,?
si,5,si,3,si,1,no,0,si,1,no,0,no,0,no,0,2,?
no,0,si,2,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,?
si,12,si,4,no,0,no,0,si,1,si,1,no,0,no,0,8,?
si,2,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,?
si,4,si,2,si,1,no,0,no,0,si,1,si,2,si,1,2,?
si,3,si,2,no,0,no,0,si,1,si,1,no,0,si,1,2,?
no,0,no,0,si,1,no,0,no,0,no,0,si,1,no,0,0,?
no,0,no,0,si,1,no,0,no,0,no,0,si,1,no,0,0,?
si,7,no,0,si,2,no,0,si,1,no,0,no,0,no,0,0,?
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,?
no,0,si,1,no,0,no,0,no,0,no,0,no,0,no,0,2,?
si,2,si,2,no,0,si,1,si,1,si,1,si,1,si,1,1,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,3,si,6,si,1,no,0,si,1,si,2,no,0,si,1,3,?
si,10,si,6,si,3,no,0,si,2,si,1,si,3,si,1,5,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
no,0,si,1,no,0,no,0,no,0,si,1,no,0,no,0,0,?
si,2,si,1,si,1,no,0,si,1,si,1,si,1,si,1,2,?
si,1,si,1,no,0,no,0,si,2,no,0,si,1,no,0,3,?
si,1,si,1,no,0,no,0,no,0,no,0,no,0,no,0,3,?
si,1,no,0,no,0,no,0,si,1,no,0,no,0,no,0,1,?
si,20,si,2,si,3,si,1,no,0,no,0,si,5,si,1,7,?
si,21,si,14,no,0,no,0,si,5,si,1,si,3,si,2,5,?
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,?
si,3,si,2,no,0,no,0,no,0,no,0,si,1,no,0,2,?
si,10,si,3,no,0,no,0,si,3,no,0,si,3,si,2,1,?
si,4,si,6,no,0,si,1,si,2,si,3,si,2,si,1,10,?
si,3,si,1,no,0,no,0,no,0,no,0,no,0,no,0,1,?
no,0,si,3,no,0,no,0,si,1,no,0,no,0,no,0,4,?
si,8,no,0,no,0,no,0,si,1,si,1,no,0,si,1,1,?
si,4,no,0,si,1,no,0,no,0,no,0,si,1,no,0,0,?
si,3,si,1,no,0,no,0,si,3,no,0,si,2,no,0,1,?
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,3,si,2,no,0,no,0,si,3,no,0,si,1,no,0,1,?
si,4,si,1,si,1,no,0,no,0,no,0,no,0,no,0,2,?
si,2,si,2,no,0,si,1,no,0,no,0,no,0,no,0,1,?
si,4,no,0,si,1,no,0,no,0,no,0,si,1,no,0,1,?
si,1,si,4,no,0,si,1,no,0,si,1,si,1,si,1,2,?
si,1,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,?
si,2,si,2,no,0,no,0,no,0,no,0,si,1,no,0,0,?
si,1,si,2,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,1,no,0,no,0,no,0,no,0,no,0,si,1,no,0,2,?
no,0,si,1,no,0,no,0,no,0,no,0,no,0,no,0,1,?
si,3,si,1,no,0,no,0,si,1,no,0,si,2,no,0,6,?
si,2,no,0,no,0,no,0,no,0,no,0,si,1,no,0,2,?
si,2,si,2,no,0,no,0,si,2,no,0,si,1,no,0,1,?
si,3,si,1,si,1,no,0,si,1,no,0,si,1,no,0,3,?
si,9,si,2,no,0,no,0,si,2,no,0,no,0,si,2,6,?
si,6,si,3,si,1,no,0,si,2,no,0,si,3,si,2,2,?
si,3,no,0,no,0,no,0,si,1,no,0,si,1,no,0,3,?
si,2,no,0,no,0,no,0,si,1,no,0,no,0,no,0,0,?
si,2,si,1,no,0,no,0,no,0,no,0,no,0,no,0,2,?
si,7,si,11,si,2,no,0,si,1,si,1,si,3,no,0,8,?
si,4,no,0,no,0,no,0,no,0,no,0,si,1,no,0,0,?
si,1,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,7,si,7,si,2,no,0,si,1,si,1,si,2,si,1,4,?
si,1,si,1,si,1,no,0,no,0,no,0,si,1,no,0,0,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,?
si,4,no,0,no,0,no,0,si,2,no,0,si,1,no,0,2,?
no,0,si,1,no,0,no,0,no,0,no,0,no,0,si,1,1,?
no,0,si,2,no,0,no,0,no,0,no,0,no,0,no,0,2,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
no,0,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,1,si,1,no,0,no,0,no,0,no,0,si,1,no,0,5,?
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,2,?
si,3,si,2,si,1,no,0,si,2,no,0,no,0,no,0,0,?
si,6,no,0,si,1,no,0,si,2,no,0,si,4,no,0,0,?
si,3,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,1,si,1,no,0,no,0,si,1,si,1,no,0,si,1,2,?
si,1,si,1,no,0,no,0,no,0,no,0,no,0,si,1,2,?
si,2,si,1,no,0,no,0,no,0,si,1,no,0,si,1,2,?
si,1,si,2,no,0,no,0,no,0,no,0,si,1,no,0,3,?
si,1,si,1,no,0,no,0,si,1,no,0,no,0,no,0,3,?
no,0,si,2,si,1,si,1,no,0,no,0,si,1,si,1,0,?
si,1,si,2,si,1,no,0,si,2,no,0,si,1,no,0,4,?
si,2,si,2,no,0,no,0,si,1,no,0,no,0,no,0,2,?
si,1,no,0,no,0,no,0,si,1,no,0,no,0,no,0,0,?
no,0,no,0,no,0,si,1,no,0,no,0,no,0,no,0,1,?
si,3,no,0,no,0,no,0,no,0,no,0,si,1,no,0,0,?
si,2,si,3,no,0,no,0,no,0,si,2,no,0,si,1,2,?
si,3,no,0,no,0,no,0,si,1,no,0,si,1,no,0,1,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,1,si,2,no,0,no,0,no,0,no,0,no,0,no,0,1,?
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,1,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,1,si,2,no,0,no,0,no,0,no,0,no,0,no,0,3,?
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,2,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,?
si,2,si,1,no,0,no,0,no,0,no,0,si,1,no,0,4,?
si,1,no,0,no,0,no,0,no,0,no,0,si,1,no,0,1,?
si,5,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,1,si,1,no,0,no,0,no,0,si,1,no,0,si,1,0,?
si,6,si,2,si,1,no,0,si,2,no,0,si,1,no,0,8,?
no,0,si,1,no,0,no,0,no,0,si,1,si,1,si,1,0,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,2,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,4,?
si,1,no,0,no,0,no,0,si,1,no,0,no,0,no,0,1,?
si,1,si,1,no,0,no,0,si,1,si,1,si,1,si,1,3,?
si,1,si,1,no,0,no,0,si,1,no,0,si,2,no,0,1,?
si,1,si,2,no,0,si,1,si,1,si,1,si,2,si,1,1,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,3,?
si,1,si,1,no,0,no,0,si,1,no,0,no,0,no,0,2,?
no,0,si,3,si,1,no,0,no,0,si,1,si,1,si,1,3,?
si,1,si,1,no,0,si,1,si,1,no,0,no,0,no,0,0,?
si,1,si,4,no,0,si,2,no,0,no,0,no,0,no,0,4,?
si,3,si,2,no,0,no,0,no,0,no,0,si,2,si,1,2,?
si,1,si,2,no,0,no,0,no,0,no,0,no,0,no,0,1,?
si,8,no,0,si,2,no,0,no,0,no,0,si,3,si,1,3,?
si,5,no,0,no,0,no,0,si,1,no,0,si,1,no,0,3,?
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,19,si,7,si,2,si,1,si,4,si,1,si,3,si,1,5,?
si,9,si,2,si,1,no,0,si,1,no,0,si,4,no,0,2,?
si,1,no,0,no,0,no,0,si,1,no,0,no,0,no,0,1,?
si,2,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,7,si,1,si,5,no,0,si,2,no,0,si,4,no,0,6,?
si,17,si,1,si,6,no,0,si,2,no,0,si,10,no,0,1,?
no,0,no,0,no,0,no,0,no,0,no,0,si,2,no,0,1,?
si,1,si,1,si,1,no,0,no,0,no,0,si,2,no,0,1,?
si,2,no,0,si,1,no,0,no,0,no,0,si,2,no,0,2,?
si,1,si,5,no,0,no,0,no,0,si,1,no,0,si,2,2,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,1,no,0,no,0,no,0,no,0,no,0,si,1,no,0,0,?
si,2,si,4,no,0,si,1,si,1,no,0,si,1,no,0,1,?
si,7,si,1,si,1,no,0,si,2,no,0,no,0,no,0,7,?
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,3,?
si,2,si,4,no,0,no,0,no,0,no,0,no,0,no,0,1,?
si,3,si,1,si,1,no,0,si,1,no,0,si,1,no,0,3,?
si,1,si,2,no,0,no,0,no,0,no,0,no,0,si,1,1,?
si,5,no,0,no,0,no,0,si,1,no,0,si,1,no,0,2,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,?
si,3,si,1,si,1,no,0,si,1,no,0,si,1,no,0,0,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,3,si,3,no,0,no,0,no,0,no,0,si,3,si,1,0,?
si,2,si,3,no,0,no,0,no,0,no,0,si,3,si,2,2,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,13,si,1,si,3,no,0,si,2,no,0,si,2,no,0,6,?
si,4,si,1,no,0,no,0,no,0,no,0,no,0,no,0,2,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,7,si,13,si,1,no,0,si,1,no,0,si,1,no,0,3,?
si,8,si,4,si,1,si,1,si,2,no,0,si,3,si,1,2,?
si,3,si,2,no,0,no,0,si,1,si,1,si,1,no,0,5,?
si,4,si,1,si,1,no,0,no,0,no,0,si,1,no,0,0,?
no,0,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,?
no,0,si,1,no,0,no,0,no,0,no,0,no,0,no,0,1,?
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,?
si,3,si,1,no,0,no,0,si,1,no,0,si,1,si,1,2,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,?
si,5,si,2,si,1,no,0,si,3,no,0,si,1,no,0,3,?
si,20,si,7,si,1,si,1,si,4,si,2,si,5,si,2,17,?
si,37,si,21,si,6,no,0,si,9,si,2,si,12,si,3,27,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,3,?
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,4,si,2,no,0,no,0,no,0,no,0,si,1,no,0,2,?
si,8,si,4,si,1,no,0,no,0,no,0,si,1,no,0,3,?
si,4,si,1,si,2,no,0,si,1,no,0,si,3,no,0,2,?
si,3,si,3,no,0,no,0,si,1,si,2,no,0,si,1,5,?
si,5,si,2,si,1,no,0,si,2,si,1,si,2,si,1,1,?
si,26,si,3,si,4,no,0,si,5,no,0,si,6,si,1,9,?
no,0,si,1,no,0,si,1,no,0,no,0,no,0,no,0,1,?
no,0,si,1,no,0,no,0,no,0,no,0,no,0,no,0,1,?
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
no,0,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,2,si,4,no,0,si,1,no,0,si,1,no,0,si,1,2,?
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,32,si,9,si,3,no,0,si,5,si,4,si,8,si,2,19,?
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,2,no,0,no,0,no,0,si,1,no,0,no,0,no,0,1,?
si,1,no,0,no,0,si,1,si,1,no,0,si,1,no,0,1,?
si,1,si,1,si,1,no,0,no,0,no,0,si,1,no,0,2,?
si,11,si,5,si,1,si,1,si,1,no,0,si,2,no,0,5,?
no,0,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,7,si,2,no,0,no,0,si,6,si,1,si,2,si,1,2,?
si,11,si,4,si,4,no,0,si,5,no,0,si,3,si,1,10,?
si,2,si,1,si,1,no,0,no,0,no,0,si,1,no,0,1,?
si,1,si,3,no,0,no,0,no,0,si,1,no,0,si,1,2,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,2,si,1,no,0,no,0,no,0,no,0,no,0,no,0,1,?
si,2,si,2,no,0,no,0,no,0,no,0,si,1,no,0,0,?
si,2,si,2,no,0,no,0,no,0,si,1,si,1,no,0,2,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
no,0,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,?
si,50,si,45,si,3,no,0,si,10,si,7,si,15,si,11,28,?
si,1,no,0,si,1,no,0,no,0,no,0,si,1,no,0,0,?
si,2,si,1,no,0,no,0,no,0,si,1,si,1,si,1,1,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,8,si,2,si,1,no,0,si,1,no,0,si,1,no,0,8,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,?
si,3,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,?
si,3,si,1,no,0,no,0,si,2,no,0,si,2,no,0,4,?
no,0,si,2,no,0,no,0,no,0,si,1,si,1,si,1,1,?
si,1,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,2,no,0,no,0,si,1,no,0,no,0,no,0,no,0,0,?
si,4,no,0,si,1,no,0,no,0,no,0,si,1,no,0,1,?
si,2,no,0,si,1,no,0,no,0,no,0,si,1,no,0,4,?
si,2,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
no,0,si,1,no,0,no,0,no,0,no,0,no,0,no,0,1,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,2,si,4,no,0,no,0,si,1,si,1,no,0,si,1,2,?
no,0,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,2,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,2,si,2,no,0,no,0,no,0,no,0,no,0,no,0,3,?
no,0,si,1,no,0,no,0,no,0,no,0,no,0,no,0,1,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,?
si,10,si,4,si,1,no,0,si,1,si,1,si,2,si,2,8,?
si,2,no,0,si,1,no,0,no,0,no,0,si,1,no,0,1,?
si,11,si,4,si,2,no,0,si,2,no,0,si,4,no,0,6,?
si,13,si,11,no,0,si,1,si,4,si,2,si,2,si,2,7,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,3,si,2,si,1,si,1,si,1,no,0,si,2,si,1,1,?
no,0,si,2,no,0,no,0,no,0,no,0,no,0,no,0,1,?
si,2,no,0,no,0,no,0,si,2,no,0,si,2,no,0,1,?
si,1,si,2,no,0,no,0,si,1,no,0,si,1,no,0,2,?
si,5,si,6,si,1,no,0,si,2,si,3,si,3,si,1,13,?
si,1,no,0,no,0,no,0,si,1,no,0,si,1,no,0,0,?
si,13,si,12,si,2,si,1,si,3,si,2,si,7,si,1,9,?
si,6,si,3,no,0,no,0,no,0,si,2,si,1,si,1,2,?
no,0,no,0,no,0,no,0,si,2,no,0,no,0,no,0,1,?
si,1,si,3,no,0,no,0,si,1,no,0,no,0,no,0,3,?
si,2,si,2,si,1,no,0,si,1,no,0,si,2,no,0,0,?
no,0,si,3,no,0,no,0,no,0,si,2,no,0,si,2,2,?
no,0,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,?
no,0,si,3,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,3,si,5,no,0,no,0,no,0,no,0,no,0,no,0,4,?
si,3,si,2,no,0,no,0,si,1,no,0,si,2,no,0,4,?
si,5,si,4,si,1,no,0,no,0,si,1,si,3,no,0,4,?
si,20,si,10,no,0,no,0,si,7,si,3,si,4,si,3,12,?
si,3,no,0,no,0,no,0,si,1,no,0,si,1,no,0,0,?
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,?
si,2,si,8,no,0,si,1,no,0,si,1,no,0,si,2,3,?
